Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,81.820000,81.970001,79.250000,80.410004,80.410004,1630000
2015-01-05,80.000000,80.970001,79.110001,80.010002,80.010002,1591400
2015-01-06,80.839996,81.480003,78.250000,79.419998,79.419998,1584000
2015-01-07,79.730003,80.370003,78.860001,79.349998,79.349998,1106100
2015-01-08,79.559998,83.209999,79.379997,82.779999,82.779999,2090100
2015-01-09,82.889999,83.750000,82.040001,82.599998,82.599998,1062400
2015-01-12,82.599998,84.260002,82.110001,83.489998,83.489998,1220200
2015-01-13,84.000000,85.599998,82.680000,83.849998,83.849998,1784200
2015-01-14,82.709999,83.250000,79.330002,81.010002,81.010002,1847200
2015-01-15,81.260002,81.339996,78.019997,78.059998,78.059998,1500600
2015-01-16,78.000000,78.500000,76.360001,78.400002,78.400002,1383300
2015-01-20,78.720001,78.980003,77.000000,78.320000,78.320000,1359800
2015-01-21,78.269997,81.400002,77.900002,80.389999,80.389999,1571600
2015-01-22,80.699997,81.870003,79.629997,81.400002,81.400002,970900
2015-01-23,81.650002,84.330002,81.320000,83.199997,83.199997,1423200
2015-01-26,82.919998,83.809998,82.120003,82.779999,82.779999,707800
2015-01-27,81.180000,81.610001,80.029999,80.629997,80.629997,1065500
2015-01-28,81.360001,81.550003,78.660004,78.660004,78.660004,1427800
2015-01-29,79.150002,79.949997,77.400002,79.169998,79.169998,1727900
2015-01-30,78.989998,79.879997,77.930000,79.459999,79.459999,1802500
2015-02-02,79.650002,81.440002,78.400002,81.389999,81.389999,1165300
2015-02-03,81.790001,84.989998,81.699997,84.739998,84.739998,2152300
2015-02-04,84.029999,85.540001,83.690002,84.919998,84.919998,1036900
2015-02-05,85.750000,87.970001,85.410004,87.629997,87.629997,1444900
2015-02-06,87.370003,87.580002,86.269997,86.430000,86.430000,679400
2015-02-09,85.989998,86.730003,85.070000,86.089996,86.089996,680400
2015-02-10,86.790001,87.040001,85.589996,86.139999,86.139999,748000
2015-02-11,86.089996,89.269997,85.949997,88.870003,88.870003,1338800
2015-02-12,88.879997,91.260002,88.639999,91.169998,91.169998,1295900
2015-02-13,91.000000,92.379997,90.349998,91.839996,91.839996,993900
2015-02-17,91.370003,91.709999,90.349998,90.919998,90.919998,1640800
2015-02-18,90.629997,91.709999,90.550003,91.300003,91.300003,809700
2015-02-19,90.830002,92.110001,90.790001,91.870003,91.870003,783300
2015-02-20,91.680000,92.739998,91.099998,92.739998,92.739998,842800
2015-02-23,93.000000,93.160004,91.809998,91.989998,91.989998,825400
2015-02-24,91.489998,93.059998,91.059998,93.029999,93.029999,1231800
2015-02-25,92.489998,95.169998,91.559998,93.940002,93.940002,2112600
2015-02-26,94.519997,94.720001,84.650002,88.650002,88.650002,6924000
2015-02-27,88.650002,89.089996,85.309998,85.500000,85.500000,2761700
2015-03-02,85.599998,88.959999,84.800003,88.809998,88.809998,2342500
2015-03-03,89.129997,90.610001,87.790001,88.120003,88.120003,2477500
2015-03-04,88.000000,88.279999,82.320000,82.639999,82.639999,3425700
2015-03-05,82.720001,84.419998,81.809998,84.209999,84.209999,1800000
2015-03-06,83.830002,84.709999,82.199997,82.610001,82.610001,1313000
2015-03-09,82.660004,83.050003,81.300003,83.029999,83.029999,1145800
2015-03-10,81.970001,82.000000,80.820000,81.290001,81.290001,1116800
2015-03-11,81.730003,82.970001,80.889999,82.330002,82.330002,993400
2015-03-12,82.769997,83.629997,82.010002,83.169998,83.169998,1037600
2015-03-13,82.540001,83.500000,81.949997,82.559998,82.559998,544500
2015-03-16,83.150002,83.919998,82.290001,83.870003,83.870003,713700
2015-03-17,82.910004,83.870003,82.739998,83.400002,83.400002,969900
2015-03-18,82.900002,85.500000,82.699997,84.889999,84.889999,1165800
2015-03-19,84.660004,86.000000,84.489998,85.349998,85.349998,952300
2015-03-20,86.019997,86.190002,84.430000,84.910004,84.910004,1315300
2015-03-23,84.750000,86.000000,83.889999,85.220001,85.220001,1201700
2015-03-24,85.089996,87.839996,84.940002,86.489998,86.489998,1358900
2015-03-25,86.209999,86.379997,82.680000,83.260002,83.260002,1446800
2015-03-26,82.809998,84.559998,82.500000,83.980003,83.980003,2130900
2015-03-27,83.879997,85.599998,83.199997,85.059998,85.059998,970400
2015-03-30,85.410004,86.370003,84.489998,86.139999,86.139999,858000
2015-03-31,85.900002,86.769997,84.269997,84.410004,84.410004,1173600
2015-04-01,83.589996,84.739998,81.389999,83.410004,83.410004,2494300
2015-04-02,83.250000,86.730003,82.889999,86.230003,86.230003,1474200
2015-04-06,85.660004,89.330002,85.209999,88.500000,88.500000,1518800
2015-04-07,88.919998,89.320000,87.309998,87.480003,87.480003,1155600
2015-04-08,87.690002,89.150002,87.260002,88.000000,88.000000,1163500
2015-04-09,88.019997,88.459999,86.620003,87.690002,87.690002,991400
2015-04-10,87.910004,89.650002,87.660004,88.699997,88.699997,861300
2015-04-13,88.400002,89.570000,87.160004,87.269997,87.269997,1706900
2015-04-14,87.250000,87.400002,84.949997,86.379997,86.379997,1120100
2015-04-15,87.110001,88.510002,85.160004,88.180000,88.180000,1345700
2015-04-16,88.300003,90.290001,88.300003,89.720001,89.720001,1737000
2015-04-17,87.669998,88.129997,84.169998,84.370003,84.370003,3560700
2015-04-20,85.000000,86.290001,84.209999,86.110001,86.110001,1677500
2015-04-21,86.570000,87.500000,85.830002,86.019997,86.019997,951700
2015-04-22,85.900002,87.669998,85.440002,87.589996,87.589996,1055800
2015-04-23,86.760002,88.699997,85.639999,87.900002,87.900002,904800
2015-04-24,88.459999,89.410004,87.790001,88.529999,88.529999,819900
2015-04-27,88.599998,89.519997,87.650002,87.769997,87.769997,617500
2015-04-28,87.919998,88.400002,86.250000,86.639999,86.639999,885700
2015-04-29,86.150002,92.500000,85.800003,90.220001,90.220001,3585200
2015-04-30,89.050003,91.330002,88.959999,91.209999,91.209999,1680200
2015-05-01,91.209999,91.870003,88.820000,89.500000,89.500000,1160500
2015-05-04,89.489998,91.449997,89.370003,90.739998,90.739998,753900
2015-05-05,90.139999,92.480003,89.059998,90.070000,90.070000,1665400
2015-05-06,89.970001,91.300003,88.940002,90.480003,90.480003,1111400
2015-05-07,90.230003,90.230003,87.690002,89.680000,89.680000,1425400
2015-05-08,90.260002,91.220001,89.379997,89.510002,89.510002,611100
2015-05-11,89.599998,90.480003,89.290001,90.260002,90.260002,708900
2015-05-12,89.480003,89.589996,87.599998,88.410004,88.410004,1106900
2015-05-13,88.900002,89.959999,88.410004,89.190002,89.190002,868400
2015-05-14,89.510002,91.919998,88.300003,90.849998,90.849998,2248400
2015-05-15,90.290001,90.779999,89.550003,90.080002,90.080002,955700
2015-05-18,90.250000,92.360001,90.059998,91.900002,91.900002,1182200
2015-05-19,91.769997,92.500000,90.540001,90.650002,90.650002,924900
2015-05-20,92.000000,92.000000,88.809998,90.430000,90.430000,1637800
2015-05-21,91.690002,92.290001,89.709999,91.820000,91.820000,1268000
2015-05-22,91.699997,92.720001,91.010002,92.180000,92.180000,1458000
2015-05-26,91.669998,93.620003,91.519997,92.489998,92.489998,4304200
2015-05-27,84.029999,85.000000,81.139999,82.000000,82.000000,9324300
